         Seed   Temp  SE_cost  RM_cost   R_cost  RR_cost  SE  RM   R   N_states            Time
   3588023398   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      39939      1.21968800
   3215598303   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      27414      0.84763700
   2142091100   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      28597      0.90017200
   2903832408   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      27979      0.79187900
   3730652021   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      28878      0.78806900
   3505496138   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      36024      0.97976500
   2606271832   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      42994      1.18296100
   2336236129   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      42203      1.24369300
   2368254512   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      72379      2.55814000
   3663885465   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      44649      1.32183100
   3320098992   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      33466      0.98375400
   2105215708   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      37194      0.95885600
   2251252398   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      29577      0.98672300
   1707071606   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      38251      1.24432200
   3479940588   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      38686      1.17066800
   2092178094   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      44307      1.39092400
   3279887535   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      34809      1.00686700
   1888410811   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      36714      0.94461900
   3252849214   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      37309      1.14628100
   2886093064   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      29104      0.88502400
   1870117068   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      31169      0.91565800
   2025919379   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      32690      0.93795600
   2299973994   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      31529      0.97861300
   2432562958   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      26715      0.75752100
   3181798344   50.0    -1.00    -1.00     1.00     2.00  NA  NA  NA      33773      1.08238700
